#	MalwareTextDB-1.0/data/ann+brown/AdversaryIntelligenceReport_DeepPanda_0 (1).txtcbn
backdoor	NN	00101101000	I-Entity
.	.	0110	O
The	DT	010000	B-Entity
third	JJ	11110011111	I-Entity
sample	NN	0010100000	I-Entity
was	VBD	101101011	O
a	DT	11001	O
sophisticated	JJ	111100010011	O
implant	VBP	001011111110	O
that	IN	101111110	O
in	IN	100110	O
addition	NN	0000010	O
to	TO	101100	O
having	VBG	10111111111100	B-Verb
multiple	JJ	111110011101	B-Entity
communication	NN	001111010000	I-Entity
capabilities	NNS	0011001111001	I-Entity
,	,	1011100	O
and	CC	101110111	O
the	DT	11010	O
ability	NN	101000110011	O
to	TO	101100	O
act	VB	101010111111010	B-Verb
as	IN	10111111110	B-Preposition
a	DT	11001	B-Entity
relay	NN	1111011011011	I-Entity
for	IN	10011111	I-Entity
other	JJ	111110010	I-Entity
infected	JJ	111101111000	I-Entity
hosts	NNS	001100110010	I-Entity
,	,	1011100	O
utilized	VBD	1011111001111	B-Verb
a	DT	11001	B-Entity
kernel	NN	11100000111	I-Entity
mode	NN	0011110111111	I-Entity
driver	NN	00101101111	I-Entity
that	WDT	101111110	O
can	MD	10110111110	O
hide	VB	101010011111	B-Verb
aspects	NNS	0001110101	B-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
tool	NN	001010001110	I-Entity
from	IN	100101100	B-Preposition
user-mode	JJ	0010111000	B-Entity
tools	NNS	0011001111011	I-Entity
.	.	0110	O
This	DT	0100010	B-Entity
third	JJ	11110011111	I-Entity
component	NN	00101000011	I-Entity
is	VBZ	101101010	B-Verb
likely	RB	101011101100	I-Verb
used	VBN	1010011010	I-Verb
for	IN	10011111	B-Preposition
long-term	JJ	1111001011011	O
implantation	NN	X	O
and	CC	101110111	O
intelligence	NN	00100010110	B-Entity
gathering	NN	111000111000	I-Entity
.	.	0110	O
Some	DT	010011100	O
AV	NNP	111101111110101	O
engines	NNS	001100111001	O
occasionally	RB	1010111110011	O
identify	VBP	101010011101	O
this	DT	110110	O
sample	NN	0010100000	O
as	IN	10111111110	O
Derusbi	NNP	1110111110001	O
Trojan	NNP	001011010101	O
.	.	0110	O
CrowdStrike	NNP	11101110101	O
Intelligence	NNP	01111011001110	O
Team	NNP	0111101100011	O
has	VBZ	1011011010	O
seen	VBN	101001110010	O
Trojans	NNPS	0011001101001	O
from	IN	100101100	O
8	CD	01111111101100	O
different	JJ	1111000000	O
builder	NN	001011010110	O
variants	NNS	00110100111	O
of	IN	1000	O
this	DT	110110	O
RAT	NN	1110010010	O
,	,	1011100	O
including	VBG	101111111110111	O
64-bit	JJ	1111011101110	O
versions	NNS	0011010001	O
,	,	1011100	O
used	VBN	1010011010	O
in	IN	100110	O
targeted	VBN	1110000100	O
attacks	NNS	001101100	O
in	IN	100110	O
2011	CD	011111100110	O
against	IN	10010110111	O
Defense	NNP	1110111110010	O
,	,	1011100	O
Energy/Power	NNP	X	O
,	,	1011100	O
and	CC	101110111	O
Chemical	NNP	X	O
Industries	NNPS	X	O
in	IN	100110	O
US	NNP	1110110010	O
and	CC	101110111	O
Japan	NNP	0111111010	O
.	.	0110	O
All	DT	0100111110	O
of	IN	1000	O
these	DT	11111000	O
samples	NNS	0011011100	O
reflect	VBP	101010011101	O
common	JJ	1111000111000	O
toolmarks	NNS	X	O
and	CC	101110111	O
tradecraft	NN	111100100110	O
consistent	JJ	10100100110	O
with	IN	100100	O
Chinese	JJ	111100110101	O
based	JJ	10100101010	O
actors	NNS	0010101000	O
who	WP	10111100100	O
target	VBP	111101111010	O
various	JJ	111110011100	O
strategic	JJ	1111001011011	O
interests	NNS	11100101110	O
of	IN	1000	O
the	DT	11010	O
United	NNP	1111111011	O
States	NNPS	01111011110	O
including	VBG	101111111110111	O
High	NNP	0111101101010	O
Tech/Heavy	NNP	X	O
Industry	NNP	0011000011	O
,	,	1011100	O
Non-Governmental	NNP	X	O
Organizations	NNP	01010101	O
(	NNP	01111000	O
NGOs	NNP	X	O
)	NNP	011110100	O
,	,	1011100	O
State/Federal	NNP	X	O
Government	NNP	11100101110	O
,	,	1011100	O
Defense	NNP	1110111110010	O
Industrial	NNP	11101110100	O
Base	NNP	01111101111	O
(	NNP	01111000	O
DIB	NNP	0111011010	O
)	NNP	011110100	O
,	,	1011100	O
and	CC	101110111	O
organizations	NNS	001100100011	O
with	IN	100100	O
vast	JJ	1111000110011	O
economic	JJ	1111001011110	O
interests	NNS	11100101110	O
.	.	0110	O
This	DT	0100010	O
report	NN	001010111100	O
contains	VBZ	1011111011111	O
an	DT	11000	O
in-depth	JJ	111100001011	O
technical	JJ	111100100111	O
analysis	NN	0001110110	O
of	IN	1000	O
the	DT	11010	O
samples	NNS	0011011100	O
,	,	1011100	O
detection/remediation/mitigation	NN	X	O
information	NN	001111000	O
,	,	1011100	O
attribution	NN	111000110010	O
intelligence	NN	00100010110	O
,	,	1011100	O
and	CC	101110111	O
a	DT	11001	O
conclusion	NN	001011010100	O
aimed	VBN	1010011011100	O
at	IN	10011110	O
providing	VBG	101111111111011	O
the	DT	11010	O
reader	NN	101000110011	O
with	IN	100100	O
a	DT	11001	O
synopsis	NN	X	O
of	IN	1000	O
the	DT	11010	O
report	NN	001010111100	O
.	.	0110	O
The	DT	010000	B-Entity
executable	JJ	001001111100	I-Entity
14c04f88dc97aef3e9b516ef208a2bf5	NN	X	I-Entity
is	VBZ	101101010	O
commonly	RB	1010111110011	O
referred	VBN	10100010100	O
to	TO	101100	O
as	IN	10111111110	O
a	DT	11001	O
'dropper	NN	X	O
'	''	0111101010	O
,	,	1011100	O
which	WDT	101111011	O
is	VBZ	101101010	O
designed	VBN	10100010111	O
with	IN	100100	O
the	DT	11010	O
purpose	NN	00011111011	O
of	IN	1000	O
extracting	VBG	101111111111010	B-Verb
from	IN	100101100	B-Preposition
itself	PRP	10111111100010	B-Entity
a	DT	11001	B-Entity
malicious	JJ	1111011111000	I-Entity
payload	NN	001001111000	I-Entity
and	CC	101110111	O
to	TO	101100	O
initialize	VB	X	B-Verb
and	CC	101110111	I-Verb
install	VB	10101001000	I-Verb
it	PRP	101111010	B-Entity
into	IN	10010111100	B-Preposition
a	DT	11001	B-Entity
targeted	VBN	1110000100	I-Entity
system	NN	001000000	I-Entity
.	.	0110	O
In	IN	0101000	O
this	DT	110110	O
case	NN	00001100	O
,	,	1011100	O
the	DT	11010	B-Entity
malicious	JJ	1111011111000	I-Entity
payload	NN	001001111000	I-Entity
is	VBZ	101101010	O
a	DT	11001	O
Dynamic-Link	NNP	X	O
Library	NNP	011110110000	O
(	NNP	01111000	O
DLL	NNP	00101101110	O
)	NNP	011110100	O
,	,	1011100	O
which	WDT	101111011	O
enables	VBZ	101111100100	B-Verb
an	DT	11000	B-Entity
attacker	NN	00101111100	I-Entity
to	TO	101100	B-Preposition
have	VB	101101100	B-Entity
full	JJ	1111000110101	I-Entity
control	NN	111000100	I-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
system	NN	001000000	I-Entity
.	.	0110	O
This	DT	0100010	O
code	NN	001001010	O
appears	VBZ	101000111001	O
to	TO	101100	O
have	VB	101101100	O
been	VBN	10101101	O
compiled	VBN	1010011011010	O
on	IN	1001010	O
Wednesday	NNP	X	O
May	NNP	01111101001	O
4th	JJ	X	O
,	,	1011100	O
2011	CD	011111100110	O
at	IN	10011110	O
11:04:24	CD	X	O
A.M.	NNP	X	O
UTC	NNP	011111110110	O
(	NN	01111000	O
equivalent	JJ	10100001010	O
to	TO	101100	O
early	JJ	01111101011	O
evening	NN	X	O
time	NN	00011010	O
in	IN	100110	O
China	NNP	01111110110	O
)	NNP	011110100	O
.	.	0110	O
Note	VB	01010101	O
that	IN	101111110	O
the	DT	11010	O
timestamp	NN	01110110111	O
is	VBZ	101101010	O
in	IN	100110	O
UTC	NNP	011111110110	O
,	,	1011100	O
however	RB	010111	O
the	DT	11010	O
relative	JJ	101000110011	O
time	NN	00011010	O
of	IN	1000	O
day	NN	001010110100	O
in	IN	100110	O
China	NNP	01111110110	O
is	VBZ	101101010	O
provided	VBN	101001100001	O
for	IN	10011111	O
the	DT	11010	O
benefit	NN	101010111111000	O
of	IN	1000	O
the	DT	11010	O
reader	NN	101000110011	O
.	.	0110	O
The	DT	010000	B-Entity
sample	NN	0010100000	I-Entity
first	RB	1111010100	O
resolves	VBZ	101000111000	B-Verb
several	JJ	111110011110	B-Entity
library	NN	0010011111110	I-Entity
functions	NNS	0011111011011	I-Entity
provided	VBN	101001100001	I-Entity
by	IN	1001110	I-Entity
Microsoft	NNP	1110110111	I-Entity
using	VBG	100101111110	B-Preposition
the	DT	11010	B-Entity
LoadLibrary	NNP	1111011011010	I-Entity
(	NNP	01111000	I-Entity
)	NNP	011110100	I-Entity
and	CC	101110111	I-Entity
GetProcAddress	NNP	X	I-Entity
(	NNP	01111000	I-Entity
)	NNP	011110100	I-Entity
Application	NN	11110011001	I-Entity
Programming	NNP	X	I-Entity
Interfaces	NNPS	X	I-Entity
(	FW	01111000	I-Entity
APIs	FW	0111101101101	I-Entity
)	FW	011110100	I-Entity
.	.	0110	O
The	DT	010000	O
imported	VBN	10100100010	O
function	NN	001010110111	O
names	NNS	00111111011	O
are	VBP	101101001	O
not	RB	1010111100	O
encrypted	VBN	10100100000	O
;	:	0111100100	O
however	RB	010111	O
,	,	1011100	O
the	DT	11010	O
function	NN	001010110111	O
name	NN	00111111010	O
is	VBZ	101101010	O
minutely	RB	X	O
obfuscated	VBN	10100100011	O
by	IN	1001110	O
a	DT	11001	O
simple	JJ	1111000111110	O
single	JJ	111100011000	O
character	NN	001111111001	O
substitution	NN	X	O
:	:	0111010	O
The	DT	010000	B-Entity
dropper	NN	001011010111	I-Entity
invokes	VBZ	X	B-Verb
the	DT	11010	B-Entity
SHGetSpecialFolderPath	NN	X	I-Entity
(	FW	01111000	I-Entity
)	FW	011110100	I-Entity
API	NN	0111101101101	I-Entity
supplying	VBG	101111111111011	O
a	DT	11001	O
Constant	JJ	X	O
Special	JJ	010001100	O
Item	NN	X	O
ID	NN	00111111000	O
List	NN	01110111100	O
(	FW	01111000	O
CSIDL	FW	X	O
)	NN	011110100	O
of	IN	1000	O
'CSIDLCOMMONDOCUMENTS	NN	X	O
'	''	0111101010	O
to	TO	101100	O
identify	VB	101010011101	O
the	DT	11010	O
destination	NN	111101111010	O
folder	NN	0011111111100	O
for	IN	10011111	O
the	DT	11010	O
malicious	JJ	1111011111000	O
DLL	NNP	00101101110	O
payload	NN	001001111000	O
.	.	0110	O
The	DT	010000	O
CSIDL	NN	X	O
in	IN	100110	O
this	DT	110110	O
case	NN	00001100	O
pints	NNS	X	O
to	TO	101100	O
:	:	0111010	O
''	''	0111101110	O
The	DT	010000	O
file	NN	00100100	O
system	NN	001000000	O
directory	NN	0011111111101	O
that	WDT	101111110	O
contains	VBZ	1011111011111	O
documents	NNS	00100101100	O
that	WDT	101111110	O
are	VBP	101101001	O
common	JJ	1111000111000	O
to	TO	101100	O
all	DT	1111101100	O
users	NNS	001100100010	O
.	.	0110	O
A	DT	010001110	O
typical	JJ	1111000111010	O
path	NN	000110111	O
is	VBZ	101101010	O
C	NN	011100111	O
:	:	0111010	O
\Documents	NNS	011110110100	O
and	CC	101110111	O
Settings\All	FW	1110001010	O
Users\Documents	FW	X	O
.	.	0110	O
''	''	0111101110	O
The	DT	010000	B-Entity
dropper	NN	001011010111	I-Entity
attempts	VBZ	101000111010	O
to	TO	101100	O
write	VB	10101011111001	B-Verb
the	DT	11010	B-Entity
malicious	JJ	1111011111000	I-Entity
payload	NN	001001111000	I-Entity
to	TO	101100	B-Preposition
one	CD	111110100	B-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
following	JJ	111101000	I-Entity
names	NNS	00111111011	I-Entity
,	,	1011100	O
using	VBG	100101111110	B-Preposition
the	DT	11010	B-Entity
first	JJ	1111010100	I-Entity
available	JJ	1010011011110	I-Entity
name	NN	00111111010	I-Entity
in	IN	100110	I-Entity
this	DT	110110	I-Entity
set	NN	000101110	I-Entity
:	:	0111010	O
The	DT	010000	B-Entity
dropper	NN	001011010111	I-Entity
sets	VBZ	1011111001010	B-Verb
the	DT	11010	B-Entity
creation	NN	0001110101	I-Entity
and	CC	101110111	I-Entity
last	JJ	0010111000	I-Entity
written	JJ	10100110111110	I-Entity
timestamp	NN	01110110111	I-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
newly	RB	11110111110011	I-Entity
created	VBN	1010011011000	I-Entity
file	NN	00100100	I-Entity
to	TO	101100	B-Preposition
the	DT	11010	B-Entity
date	NN	1010101111011	I-Entity
2007-03-07	CD	X	I-Entity
00:00:00	CD	X	I-Entity
;	:	0111100100	O
this	DT	110110	O
allows	VBZ	101111100100	O
the	DT	11010	B-Entity
newly	RB	11110111110011	I-Entity
created	VBN	1010011011000	I-Entity
malicious	JJ	1111011111000	I-Entity
DLL	NNP	00101101110	I-Entity
to	TO	101100	O
blend	VB	101010011001	B-Verb
in	RP	100110	I-Verb
with	IN	100100	B-Preposition
other	JJ	111110010	B-Entity
system	NN	001000000	I-Entity
files	NNS	0011011110	I-Entity
.	.	0110	O
This	DT	0100010	B-Entity
is	VBZ	101101010	O
meant	VBN	10100010111	O
to	TO	101100	O
prevent	VB	101010011010	B-Verb
identification	NN	1110001101100	B-Entity
during	IN	100101110110	B-Preposition
disk	NN	11100111111	B-Entity
forensics	NNS	0011110101100	I-Entity
using	VBG	100101111110	O
a	DT	11001	O
common	JJ	1111000111000	O
investigative	JJ	111000110011	O
technique	NN	001010001101	O
called	VBD	10100101000	O
a	DT	11001	O
forensic	JJ	1111000110110	O
analysis	NN	0001110110	O
timeline	NN	000101100	O
.	.	0110	O
This	DT	0100010	O
date	NN	1010101111011	O
is	VBZ	101101010	O
specified	VBN	1111011101001	O
in	IN	100110	O
the	DT	11010	O
dropper	NN	001011010111	O
code	NN	001001010	O
and	CC	101110111	O
does	VBZ	1011011100	O
not	RB	1010111100	O
change	VB	101010111111011	O
across	IN	10010111111101	O
multiple	JJ	111110011101	O
infections	NNS	001100111010	O
.	.	0110	O
The	DT	010000	B-Entity
malicious	JJ	1111011111000	I-Entity
DLL	NNP	00101101110	I-Entity
file	NN	00100100	I-Entity
that	WDT	101111110	I-Entity
is	VBZ	101101010	I-Entity
dropped	VBN	101001011111100	I-Entity
is	VBZ	101101010	B-Verb
hidden	VBN	11110001111110	I-Verb
in	IN	100110	B-Preposition
a	DT	11001	B-Entity
resource	NN	001001111001	I-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
dropper	NN	001011010111	I-Entity
binary	JJ	001011010100	I-Entity
.	.	0110	O
This	DT	0100010	O
is	VBZ	101101010	O
a	DT	11001	O
relatively	RB	1111111101	O
common	JJ	1111000111000	O
technique	NN	001010001101	O
used	VBN	1010011010	O
by	IN	1001110	O
malware	NN	00101100	O
dropper	NN	001011010111	O
files	NNS	0011011110	O
to	TO	101100	O
optimize	VB	X	O
the	DT	11010	O
number	NN	00010100	O
of	IN	1000	O
files	NNS	0011011110	O
required	VBN	10100001001	O
to	TO	101100	O
infect	VB	101010011001	O
a	DT	11001	O
machine	NN	0010000011	O
.	.	0110	O
The	DT	010000	O
resource	NN	001001111001	O
language	NN	11100101011	O
of	IN	1000	O
the	DT	11010	O
malicious	JJ	1111011111000	O
DLL	NNP	00101101110	O
is	VBZ	101101010	O
set	VBN	000101110	O
to	TO	101100	O
''	''	0111101110	O
Chinese	NNP	111100110101	O
(	NNP	01111000	O
Simplified	NNP	0111111111010	O
)	NNP	011110100	O
''	''	0111101110	O
,	,	1011100	O
this	DT	110110	O
is	VBZ	101101010	O
a	DT	11001	O
compiler	NN	0011110111010	O
artifact	NN	0010101111110	O
which	WDT	101111011	O
indicates	VBZ	101111101100	O
the	DT	11010	O
language	NN	11100101011	O
setting	VBG	1010010110000	O
on	IN	1001010	O
the	DT	11010	O
compiler	NN	0011110111010	O
used	VBN	1010011010	O
by	IN	1001110	O
the	DT	11010	O
person	NN	001010110000	O
who	WP	10111100100	O
built	VBD	101001011111100	O
the	DT	11010	O
binary	JJ	001011010100	O
was	VBD	101101011	O
set	VBN	000101110	O
to	TO	101100	O
''	''	0111101110	O
Chinese	NNP	111100110101	O
(	NNP	01111000	O
Simplified	NNP	0111111111010	O
)	NNP	011110100	O
''	''	0111101110	O
at	IN	10011110	O
the	DT	11010	O
time	NN	00011010	O
the	DT	11010	O
dropper	NN	001011010111	O
was	VBD	101101011	O
compiled	VBN	1010011011010	O
.	.	0110	O
The	DT	010000	O
'MZ	NN	X	O
'	POS	0111101010	O
header	NN	001111100011	O
which	WDT	101111011	O
denotes	VBZ	X	O
a	DT	11001	O
binary	JJ	001011010100	O
executable	JJ	001001111100	O
file	NN	00100100	O
of	IN	1000	O
the	DT	11010	O
dropped	VBN	101001011111100	O
DLL	NNP	00101101110	O
is	VBZ	101101010	O
initially	RB	1010111110100	O
obfuscated	VBN	10100100011	O
.	.	0110	O
When	WRB	0101011101	O
the	DT	11010	B-Entity
dropper	NN	001011010111	I-Entity
writes	VBZ	101111101000	B-Verb
the	DT	11010	B-Entity
file	NN	00100100	I-Entity
to	TO	101100	B-Preposition
disk	NN	11100111111	B-Entity
,	,	1011100	O
the	DT	11010	B-Entity
first	JJ	1111010100	I-Entity
byte	NN	11100100010	I-Entity
of	IN	1000	I-Entity
the	DT	11010	I-Entity
file	NN	00100100	I-Entity
is	VBZ	101101010	I-Entity
'Z	NN	X	I-Entity
'	''	0111101010	I-Entity
which	WDT	101111011	O
prevents	VBZ	1011111011101	B-Verb
the	DT	11010	B-Entity
file	NN	00100100	I-Entity
from	IN	100101100	B-Preposition
executing	VBG	101111111111010	O
or	CC	101110110	O
being	VBG	101011111000	B-Entity
detected	VBN	101001100110	I-Entity
as	IN	10111111110	I-Entity
an	DT	11000	I-Entity
executable	JJ	001001111100	I-Entity
by	IN	1001110	I-Entity
many	JJ	111110011111	I-Entity
defensive	JJ	111100100100	I-Entity
tools	NNS	0011001111011	I-Entity
.	.	0110	O
The	DT	010000	B-Entity
dropper	NN	001011010111	I-Entity
subsequently	RB	10101111111101	O
opens	VBZ	101111101001	B-Verb
the	DT	11010	B-Entity
dropped	VBN	101001011111100	I-Entity
file	NN	00100100	I-Entity
and	CC	101110111	O
corrects	VBZ	X	B-Verb
the	DT	11010	B-Entity
header	NN	001111100011	I-Entity
by	IN	1001110	B-Preposition
writing	VBG	0011001010	B-Entity
the	DT	11010	I-Entity
'M	VBP	X	I-Entity
'	''	0111101010	I-Entity
over	IN	10010110101	I-Entity
the	DT	11010	I-Entity
first	JJ	1111010100	I-Entity
byte	NN	11100100010	I-Entity
,	,	1011100	O
allowing	VBG	101111111110101	O
the	DT	11010	O
file	NN	00100100	O
to	TO	101100	O
be	VB	10101100	O
executed	VBN	1010010111100	O
.	.	0110	O
A	DT	010001110	O
subroutine	NN	X	O
to	TO	101100	O
decompress	VB	X	O
the	DT	11010	O
dropped	VBN	101001011111100	O
file	NN	00100100	O
is	VBZ	101101010	O
present	JJ	101001011111111	O
as	IN	10111111110	O
'dead	NN	X	O
code	NN	001001010	O
'	POS	0111101010	O
(	NN	01111000	O
code	NN	001001010	O
that	WDT	101111110	O
is	VBZ	101101010	O
not	RB	1010111100	O
used	VBN	1010011010	O
)	NN	011110100	O
in	IN	100110	O
the	DT	11010	O
binary	JJ	001011010100	O
.	.	0110	O
This	DT	0100010	O
subroutine	NN	X	O
will	MD	10110111111	O
be	VB	10101100	O
invoked	VBN	10100101111010	O
on	IN	1001010	O
the	DT	11010	O
already	RB	10101111101111	O
closed	VBN	1010010111100	O
file	NN	00100100	O
handle	VB	101000110000	O
of	IN	1000	O
the	DT	11010	O
dropped	VBN	101001011111100	O
file	NN	00100100	O
in	IN	100110	O
the	DT	11010	O
present	JJ	101001011111111	O
code	NN	001001010	O
version	NN	00011000	O
.	.	0110	O
Since	IN	010101101	O
the	DT	11010	O
dropped	VBN	101001011111100	O
resource	NN	001001111001	O
is	VBZ	101101010	O
not	RB	1010111100	O
compressed	VBN	10100100011	O
,	,	1011100	O
the	DT	11010	O
routine	NN	0011111110111	O
fails	VBZ	001111011011	O
.	.	0110	O
This	DT	0100010	O
indicates	VBZ	101111101100	O
a	DT	11001	O
low	JJ	111100010111	O
sophistication	NN	0001110101	O
modification	NN	0001110011	O
to	TO	101100	O
the	DT	11010	O
original	JJ	11110101111	O
dropper	NN	001011010111	O
code	NN	001001010	O
to	TO	101100	O
make	VB	101010011000	O
it	PRP	101111010	O
work	VB	1010101111000	O
with	IN	100100	O
an	DT	11000	O
uncompressed	JJ	X	O
source	NN	00100110111	O
.	.	0110	O
The	DT	010000	O
final	JJ	111101111111100	O
step	NN	001010001101	O
the	DT	11010	B-Entity
dropper	NN	001011010111	I-Entity
performs	VBZ	1011111010110	O
is	VBZ	101101010	O
to	TO	101100	O
load	VB	10101001000	B-Verb
the	DT	11010	B-Entity
dropped	VBN	101001011111100	I-Entity
DLL	NNP	00101101110	I-Entity
into	IN	10010111100	B-Preposition
its	PRP$	11011101	B-Entity
own	JJ	0010001001	I-Entity
process	NN	001001111011	I-Entity
space	NN	0011110111100	I-Entity
;	:	0111100100	O
it	PRP	101111010	O
then	RB	101011111110	O
resolves	VBZ	101000111000	O
the	DT	11010	O
export	NN	101010111111110	O
'OpenINFOPerformanceData	NN	X	O
'	''	0111101010	O
from	IN	100101100	O
the	DT	11010	O
DLL	NNP	00101101110	O
and	CC	101110111	O
invokes	VBZ	X	O
it	PRP	101111010	O
with	IN	100100	O
the	DT	11010	O
dropped	VBN	101001011111100	O
DLL	NNP	00101101110	O
's	POS	10111010	O
filename	NN	01110110111	O
as	IN	10111111110	O
parameter	NN	001111111001	O
.	.	0110	O
This	DT	0100010	B-Entity
export	NN	101010111111110	I-Entity
then	RB	101011111110	O
implements	VBZ	1011111010110	B-Verb
the	DT	11010	B-Entity
actual	JJ	111101111111100	I-Entity
install	VBP	10101001000	I-Entity
logic	NN	000101100	I-Entity
to	TO	101100	B-Preposition
maintain	VB	10101000010	B-Entity
persistence	NN	001100111010	I-Entity
and	CC	101110111	O
invoke	VB	10101001010	O
the	DT	11010	O
main	JJ	11110101101	O
routine	NN	0011111110111	O
.	.	0110	O
The	DT	010000	O
dropper	NN	001011010111	O
binary	JJ	001011010100	O
contains	VBZ	1011111011111	O
an	DT	11000	O
